timestamp,building_id,energy,hour,day_of_week,is_weekend,month,sqm,building_type
2016-01-04 22:00:00,Bear_education_Bob,118.3463,22,0,0,1,28360.3,Education
2016-01-04 23:00:00,Bear_education_Bob,122.8922,23,0,0,1,28360.3,Education
2016-01-05 00:00:00,Bear_education_Bob,126.0265,0,1,0,1,28360.3,Education
2016-01-05 01:00:00,Bear_education_Bob,125.7728,1,1,0,1,28360.3,Education
2016-01-05 02:00:00,Bear_education_Bob,125.681,2,1,0,1,28360.3,Education
2016-01-05 03:00:00,Bear_education_Bob,124.5723,3,1,0,1,28360.3,Education
2016-01-05 04:00:00,Bear_education_Bob,123.9442,4,1,0,1,28360.3,Education
2016-01-05 05:00:00,Bear_education_Bob,123.0405,5,1,0,1,28360.3,Education
2016-01-05 06:00:00,Bear_education_Bob,125.0382,6,1,0,1,28360.3,Education
2016-01-05 07:00:00,Bear_education_Bob,128.7982,7,1,0,1,28360.3,Education
2016-01-05 08:00:00,Bear_education_Bob,140.194,8,1,0,1,28360.3,Education
2016-01-05 09:00:00,Bear_education_Bob,148.33100000000005,9,1,0,1,28360.3,Education
2016-01-05 10:00:00,Bear_education_Bob,149.66299999999995,10,1,0,1,28360.3,Education
2016-01-05 11:00:00,Bear_education_Bob,152.3945,11,1,0,1,28360.3,Education
2016-01-05 12:00:00,Bear_education_Bob,149.5293,12,1,0,1,28360.3,Education
2016-01-05 13:00:00,Bear_education_Bob,154.3072,13,1,0,1,28360.3,Education
2016-01-05 14:00:00,Bear_education_Bob,155.9177,14,1,0,1,28360.3,Education
2016-01-05 15:00:00,Bear_education_Bob,152.0065,15,1,0,1,28360.3,Education
2016-01-05 16:00:00,Bear_education_Bob,145.034,16,1,0,1,28360.3,Education
2016-01-05 17:00:00,Bear_education_Bob,137.5495,17,1,0,1,28360.3,Education
2016-01-05 18:00:00,Bear_education_Bob,132.764,18,1,0,1,28360.3,Education
2016-01-05 19:00:00,Bear_education_Bob,131.5808,19,1,0,1,28360.3,Education
2016-01-05 20:00:00,Bear_education_Bob,123.0548,20,1,0,1,28360.3,Education
2016-01-05 21:00:00,Bear_education_Bob,123.3807,21,1,0,1,28360.3,Education
2016-01-05 22:00:00,Bear_education_Bob,81.1565,22,1,0,1,28360.3,Education
2016-01-05 23:00:00,Bear_education_Bob,83.69200000000002,23,1,0,1,28360.3,Education
2016-01-06 00:00:00,Bear_education_Bob,81.1608,0,2,0,1,28360.3,Education
2016-01-06 01:00:00,Bear_education_Bob,79.0373,1,2,0,1,28360.3,Education
2016-01-06 02:00:00,Bear_education_Bob,78.363,2,2,0,1,28360.3,Education
2016-01-06 03:00:00,Bear_education_Bob,78.1238,3,2,0,1,28360.3,Education
2016-01-06 04:00:00,Bear_education_Bob,78.363,4,2,0,1,28360.3,Education
2016-01-06 05:00:00,Bear_education_Bob,77.17399999999998,5,2,0,1,28360.3,Education
2016-01-06 06:00:00,Bear_education_Bob,81.0917,6,2,0,1,28360.3,Education
2016-01-06 07:00:00,Bear_education_Bob,124.117,7,2,0,1,28360.3,Education
2016-01-06 08:00:00,Bear_education_Bob,135.9875,8,2,0,1,28360.3,Education
2016-01-06 09:00:00,Bear_education_Bob,139.981,9,2,0,1,28360.3,Education
2016-01-06 10:00:00,Bear_education_Bob,150.7895,10,2,0,1,28360.3,Education
2016-01-06 11:00:00,Bear_education_Bob,150.638,11,2,0,1,28360.3,Education
2016-01-06 12:00:00,Bear_education_Bob,149.3328,12,2,0,1,28360.3,Education
2016-01-06 13:00:00,Bear_education_Bob,150.9322,13,2,0,1,28360.3,Education
2016-01-06 14:00:00,Bear_education_Bob,150.5258,14,2,0,1,28360.3,Education
2016-01-06 15:00:00,Bear_education_Bob,147.5158,15,2,0,1,28360.3,Education
2016-01-06 16:00:00,Bear_education_Bob,147.4983,16,2,0,1,28360.3,Education
2016-01-06 17:00:00,Bear_education_Bob,137.5903,17,2,0,1,28360.3,Education
2016-01-06 18:00:00,Bear_education_Bob,134.1303,18,2,0,1,28360.3,Education
2016-01-06 19:00:00,Bear_education_Bob,132.47,19,2,0,1,28360.3,Education
2016-01-06 20:00:00,Bear_education_Bob,125.6172,20,2,0,1,28360.3,Education
2016-01-06 21:00:00,Bear_education_Bob,120.4085,21,2,0,1,28360.3,Education
2016-01-06 22:00:00,Bear_education_Bob,80.02,22,2,0,1,28360.3,Education
2016-01-06 23:00:00,Bear_education_Bob,83.5807,23,2,0,1,28360.3,Education
2016-01-07 00:00:00,Bear_education_Bob,78.6598,0,3,0,1,28360.3,Education
2016-01-07 01:00:00,Bear_education_Bob,78.3922,1,3,0,1,28360.3,Education
2016-01-07 02:00:00,Bear_education_Bob,77.6445,2,3,0,1,28360.3,Education
2016-01-07 03:00:00,Bear_education_Bob,76.039,3,3,0,1,28360.3,Education
2016-01-07 04:00:00,Bear_education_Bob,75.1413,4,3,0,1,28360.3,Education
2016-01-07 05:00:00,Bear_education_Bob,75.4167,5,3,0,1,28360.3,Education
2016-01-07 06:00:00,Bear_education_Bob,80.6773,6,3,0,1,28360.3,Education
2016-01-07 07:00:00,Bear_education_Bob,127.7938,7,3,0,1,28360.3,Education
2016-01-07 08:00:00,Bear_education_Bob,147.6615,8,3,0,1,28360.3,Education
2016-01-07 09:00:00,Bear_education_Bob,161.7398,9,3,0,1,28360.3,Education
2016-01-07 10:00:00,Bear_education_Bob,167.662,10,3,0,1,28360.3,Education
2016-01-07 11:00:00,Bear_education_Bob,169.8175,11,3,0,1,28360.3,Education
2016-01-07 12:00:00,Bear_education_Bob,173.7535,12,3,0,1,28360.3,Education
2016-01-07 13:00:00,Bear_education_Bob,176.0905,13,3,0,1,28360.3,Education
2016-01-07 14:00:00,Bear_education_Bob,169.1532,14,3,0,1,28360.3,Education
2016-01-07 15:00:00,Bear_education_Bob,169.5857,15,3,0,1,28360.3,Education
2016-01-07 16:00:00,Bear_education_Bob,165.2785,16,3,0,1,28360.3,Education
2016-01-07 17:00:00,Bear_education_Bob,156.7568,17,3,0,1,28360.3,Education
2016-01-07 18:00:00,Bear_education_Bob,155.8925,18,3,0,1,28360.3,Education
2016-01-07 19:00:00,Bear_education_Bob,152.7405,19,3,0,1,28360.3,Education
2016-01-07 20:00:00,Bear_education_Bob,144.2215,20,3,0,1,28360.3,Education
2016-01-07 21:00:00,Bear_education_Bob,136.9238,21,3,0,1,28360.3,Education
2016-01-07 22:00:00,Bear_education_Bob,82.3135,22,3,0,1,28360.3,Education
2016-01-07 23:00:00,Bear_education_Bob,84.9968,23,3,0,1,28360.3,Education
2016-01-08 00:00:00,Bear_education_Bob,84.4515,0,4,0,1,28360.3,Education
2016-01-08 01:00:00,Bear_education_Bob,83.0023,1,4,0,1,28360.3,Education
2016-01-08 02:00:00,Bear_education_Bob,82.43700000000003,2,4,0,1,28360.3,Education
2016-01-08 03:00:00,Bear_education_Bob,84.7492,3,4,0,1,28360.3,Education
2016-01-08 04:00:00,Bear_education_Bob,83.8218,4,4,0,1,28360.3,Education
2016-01-08 05:00:00,Bear_education_Bob,82.7122,5,4,0,1,28360.3,Education
2016-01-08 06:00:00,Bear_education_Bob,86.5983,6,4,0,1,28360.3,Education
2016-01-08 07:00:00,Bear_education_Bob,134.8298,7,4,0,1,28360.3,Education
2016-01-08 08:00:00,Bear_education_Bob,157.155,8,4,0,1,28360.3,Education
2016-01-08 09:00:00,Bear_education_Bob,166.5797,9,4,0,1,28360.3,Education
2016-01-08 10:00:00,Bear_education_Bob,173.6255,10,4,0,1,28360.3,Education
2016-01-08 11:00:00,Bear_education_Bob,173.627,11,4,0,1,28360.3,Education
2016-01-08 12:00:00,Bear_education_Bob,170.5012,12,4,0,1,28360.3,Education
2016-01-08 13:00:00,Bear_education_Bob,171.8489,13,4,0,1,28360.3,Education
2016-01-08 14:00:00,Bear_education_Bob,171.8253,14,4,0,1,28360.3,Education
2016-01-08 15:00:00,Bear_education_Bob,163.0608,15,4,0,1,28360.3,Education
2016-01-08 16:00:00,Bear_education_Bob,158.8858,16,4,0,1,28360.3,Education
2016-01-08 17:00:00,Bear_education_Bob,149.3905,17,4,0,1,28360.3,Education
2016-01-08 18:00:00,Bear_education_Bob,146.0945,18,4,0,1,28360.3,Education
2016-01-08 19:00:00,Bear_education_Bob,140.0075,19,4,0,1,28360.3,Education
2016-01-08 20:00:00,Bear_education_Bob,124.8068,20,4,0,1,28360.3,Education
2016-01-08 21:00:00,Bear_education_Bob,122.677,21,4,0,1,28360.3,Education
2016-01-08 22:00:00,Bear_education_Bob,78.484,22,4,0,1,28360.3,Education
2016-01-08 23:00:00,Bear_education_Bob,77.5875,23,4,0,1,28360.3,Education
2016-01-09 00:00:00,Bear_education_Bob,78.245,0,5,1,1,28360.3,Education
2016-01-09 01:00:00,Bear_education_Bob,76.4062,1,5,1,1,28360.3,Education
2016-01-09 02:00:00,Bear_education_Bob,75.2908,2,5,1,1,28360.3,Education
2016-01-09 03:00:00,Bear_education_Bob,76.3325,3,5,1,1,28360.3,Education
2016-01-09 04:00:00,Bear_education_Bob,74.4922,4,5,1,1,28360.3,Education
2016-01-09 05:00:00,Bear_education_Bob,74.5748,5,5,1,1,28360.3,Education
2016-01-09 06:00:00,Bear_education_Bob,89.6237,6,5,1,1,28360.3,Education
2016-01-09 07:00:00,Bear_education_Bob,90.0093,7,5,1,1,28360.3,Education
2016-01-09 08:00:00,Bear_education_Bob,90.881,8,5,1,1,28360.3,Education
2016-01-09 09:00:00,Bear_education_Bob,95.6385,9,5,1,1,28360.3,Education
2016-01-09 10:00:00,Bear_education_Bob,99.4118,10,5,1,1,28360.3,Education
2016-01-09 11:00:00,Bear_education_Bob,103.033,11,5,1,1,28360.3,Education
2016-01-09 12:00:00,Bear_education_Bob,96.6,12,5,1,1,28360.3,Education
2016-01-09 13:00:00,Bear_education_Bob,92.5172,13,5,1,1,28360.3,Education
2016-01-09 14:00:00,Bear_education_Bob,96.9407,14,5,1,1,28360.3,Education
2016-01-09 15:00:00,Bear_education_Bob,95.0033,15,5,1,1,28360.3,Education
2016-01-09 16:00:00,Bear_education_Bob,95.3182,16,5,1,1,28360.3,Education
2016-01-09 17:00:00,Bear_education_Bob,94.8282,17,5,1,1,28360.3,Education
2016-01-09 18:00:00,Bear_education_Bob,77.1565,18,5,1,1,28360.3,Education
2016-01-09 19:00:00,Bear_education_Bob,78.2875,19,5,1,1,28360.3,Education
2016-01-09 20:00:00,Bear_education_Bob,77.2278,20,5,1,1,28360.3,Education
2016-01-09 21:00:00,Bear_education_Bob,77.2835,21,5,1,1,28360.3,Education
2016-01-09 22:00:00,Bear_education_Bob,74.4483,22,5,1,1,28360.3,Education
2016-01-09 23:00:00,Bear_education_Bob,76.9742,23,5,1,1,28360.3,Education
2016-01-10 00:00:00,Bear_education_Bob,77.9163,0,6,1,1,28360.3,Education
2016-01-10 01:00:00,Bear_education_Bob,75.4175,1,6,1,1,28360.3,Education
2016-01-10 02:00:00,Bear_education_Bob,75.5605,2,6,1,1,28360.3,Education
2016-01-10 03:00:00,Bear_education_Bob,77.38600000000002,3,6,1,1,28360.3,Education
2016-01-10 04:00:00,Bear_education_Bob,74.7025,4,6,1,1,28360.3,Education
2016-01-10 05:00:00,Bear_education_Bob,75.4427,5,6,1,1,28360.3,Education
2016-01-10 06:00:00,Bear_education_Bob,75.7547,6,6,1,1,28360.3,Education
2016-01-10 07:00:00,Bear_education_Bob,75.5052,7,6,1,1,28360.3,Education
2016-01-10 08:00:00,Bear_education_Bob,73.3447,8,6,1,1,28360.3,Education
2016-01-10 09:00:00,Bear_education_Bob,74.108,9,6,1,1,28360.3,Education
2016-01-10 10:00:00,Bear_education_Bob,76.195,10,6,1,1,28360.3,Education
2016-01-10 11:00:00,Bear_education_Bob,78.7625,11,6,1,1,28360.3,Education
2016-01-10 12:00:00,Bear_education_Bob,80.5968,12,6,1,1,28360.3,Education
2016-01-10 13:00:00,Bear_education_Bob,81.9445,13,6,1,1,28360.3,Education
2016-01-10 14:00:00,Bear_education_Bob,80.7728,14,6,1,1,28360.3,Education
2016-01-10 15:00:00,Bear_education_Bob,80.4113,15,6,1,1,28360.3,Education
2016-01-10 16:00:00,Bear_education_Bob,82.9508,16,6,1,1,28360.3,Education
2016-01-10 17:00:00,Bear_education_Bob,81.6938,17,6,1,1,28360.3,Education
2016-01-10 18:00:00,Bear_education_Bob,78.5465,18,6,1,1,28360.3,Education
2016-01-10 19:00:00,Bear_education_Bob,77.2172,19,6,1,1,28360.3,Education
2016-01-10 20:00:00,Bear_education_Bob,77.132,20,6,1,1,28360.3,Education
2016-01-10 21:00:00,Bear_education_Bob,74.8982,21,6,1,1,28360.3,Education
2016-01-10 22:00:00,Bear_education_Bob,76.4872,22,6,1,1,28360.3,Education
2016-01-10 23:00:00,Bear_education_Bob,76.2028,23,6,1,1,28360.3,Education
2016-01-11 00:00:00,Bear_education_Bob,76.6553,0,0,0,1,28360.3,Education
2016-01-11 01:00:00,Bear_education_Bob,79.735,1,0,0,1,28360.3,Education
2016-01-11 02:00:00,Bear_education_Bob,79.3048,2,0,0,1,28360.3,Education
2016-01-11 03:00:00,Bear_education_Bob,78.773,3,0,0,1,28360.3,Education
2016-01-11 04:00:00,Bear_education_Bob,80.8537,4,0,0,1,28360.3,Education
2016-01-11 05:00:00,Bear_education_Bob,83.79799999999999,5,0,0,1,28360.3,Education
2016-01-11 06:00:00,Bear_education_Bob,84.0337,6,0,0,1,28360.3,Education
2016-01-11 07:00:00,Bear_education_Bob,130.6658,7,0,0,1,28360.3,Education
2016-01-11 08:00:00,Bear_education_Bob,140.2582,8,0,0,1,28360.3,Education
2016-01-11 09:00:00,Bear_education_Bob,153.4328,9,0,0,1,28360.3,Education
2016-01-11 10:00:00,Bear_education_Bob,159.4568,10,0,0,1,28360.3,Education
2016-01-11 11:00:00,Bear_education_Bob,165.6028,11,0,0,1,28360.3,Education
2016-01-11 12:00:00,Bear_education_Bob,165.22,12,0,0,1,28360.3,Education
2016-01-11 13:00:00,Bear_education_Bob,166.3505,13,0,0,1,28360.3,Education
2016-01-11 14:00:00,Bear_education_Bob,159.5543,14,0,0,1,28360.3,Education
2016-01-11 15:00:00,Bear_education_Bob,163.715,15,0,0,1,28360.3,Education
2016-01-11 16:00:00,Bear_education_Bob,154.4665,16,0,0,1,28360.3,Education
2016-01-11 17:00:00,Bear_education_Bob,146.645,17,0,0,1,28360.3,Education
2016-01-11 18:00:00,Bear_education_Bob,140.8782,18,0,0,1,28360.3,Education
2016-01-11 19:00:00,Bear_education_Bob,136.8818,19,0,0,1,28360.3,Education
2016-01-11 20:00:00,Bear_education_Bob,119.9943,20,0,0,1,28360.3,Education
2016-01-11 21:00:00,Bear_education_Bob,116.872,21,0,0,1,28360.3,Education
2016-01-11 22:00:00,Bear_education_Bob,78.6927,22,0,0,1,28360.3,Education
2016-01-11 23:00:00,Bear_education_Bob,82.1898,23,0,0,1,28360.3,Education
2016-01-12 00:00:00,Bear_education_Bob,83.6392,0,1,0,1,28360.3,Education
2016-01-12 01:00:00,Bear_education_Bob,85.624,1,1,0,1,28360.3,Education
2016-01-12 02:00:00,Bear_education_Bob,86.8237,2,1,0,1,28360.3,Education
2016-01-12 03:00:00,Bear_education_Bob,89.7553,3,1,0,1,28360.3,Education
2016-01-12 04:00:00,Bear_education_Bob,86.5555,4,1,0,1,28360.3,Education
2016-01-12 05:00:00,Bear_education_Bob,86.8963,5,1,0,1,28360.3,Education
2016-01-12 06:00:00,Bear_education_Bob,86.2643,6,1,0,1,28360.3,Education
2016-01-12 07:00:00,Bear_education_Bob,133.8417,7,1,0,1,28360.3,Education
2016-01-12 08:00:00,Bear_education_Bob,140.3693,8,1,0,1,28360.3,Education
2016-01-12 09:00:00,Bear_education_Bob,151.5672,9,1,0,1,28360.3,Education
2016-01-12 10:00:00,Bear_education_Bob,152.8725,10,1,0,1,28360.3,Education
2016-01-12 11:00:00,Bear_education_Bob,153.2637,11,1,0,1,28360.3,Education
2016-01-12 12:00:00,Bear_education_Bob,148.6382,12,1,0,1,28360.3,Education
2016-01-12 13:00:00,Bear_education_Bob,157.3925,13,1,0,1,28360.3,Education
2016-01-12 14:00:00,Bear_education_Bob,163.234,14,1,0,1,28360.3,Education
2016-01-12 15:00:00,Bear_education_Bob,159.2225,15,1,0,1,28360.3,Education
2016-01-12 16:00:00,Bear_education_Bob,154.4017,16,1,0,1,28360.3,Education
2016-01-12 17:00:00,Bear_education_Bob,144.1658,17,1,0,1,28360.3,Education
2016-01-12 18:00:00,Bear_education_Bob,128.05200000000002,18,1,0,1,28360.3,Education
2016-01-12 19:00:00,Bear_education_Bob,124.8982,19,1,0,1,28360.3,Education
2016-01-12 20:00:00,Bear_education_Bob,114.8435,20,1,0,1,28360.3,Education
2016-01-12 21:00:00,Bear_education_Bob,109.956,21,1,0,1,28360.3,Education
2016-01-12 22:00:00,Bear_education_Bob,77.1035,22,1,0,1,28360.3,Education
2016-01-12 23:00:00,Bear_education_Bob,81.3827,23,1,0,1,28360.3,Education
2016-01-13 00:00:00,Bear_education_Bob,80.7395,0,2,0,1,28360.3,Education
2016-01-13 01:00:00,Bear_education_Bob,87.3997,1,2,0,1,28360.3,Education
2016-01-13 02:00:00,Bear_education_Bob,88.6362,2,2,0,1,28360.3,Education
2016-01-13 03:00:00,Bear_education_Bob,90.3012,3,2,0,1,28360.3,Education
2016-01-13 04:00:00,Bear_education_Bob,88.3792,4,2,0,1,28360.3,Education
2016-01-13 05:00:00,Bear_education_Bob,87.0968,5,2,0,1,28360.3,Education
2016-01-13 06:00:00,Bear_education_Bob,88.2335,6,2,0,1,28360.3,Education
2016-01-13 07:00:00,Bear_education_Bob,126.3353,7,2,0,1,28360.3,Education
2016-01-13 08:00:00,Bear_education_Bob,137.5228,8,2,0,1,28360.3,Education
2016-01-13 09:00:00,Bear_education_Bob,147.8532,9,2,0,1,28360.3,Education
2016-01-13 10:00:00,Bear_education_Bob,156.9838,10,2,0,1,28360.3,Education
2016-01-13 11:00:00,Bear_education_Bob,159.3873,11,2,0,1,28360.3,Education
2016-01-13 12:00:00,Bear_education_Bob,157.972,12,2,0,1,28360.3,Education
2016-01-13 13:00:00,Bear_education_Bob,170.1305,13,2,0,1,28360.3,Education
2016-01-13 14:00:00,Bear_education_Bob,161.5035,14,2,0,1,28360.3,Education
2016-01-13 15:00:00,Bear_education_Bob,154.9055,15,2,0,1,28360.3,Education
2016-01-13 16:00:00,Bear_education_Bob,158.822,16,2,0,1,28360.3,Education
2016-01-13 17:00:00,Bear_education_Bob,151.7783,17,2,0,1,28360.3,Education
2016-01-13 18:00:00,Bear_education_Bob,140.0632,18,2,0,1,28360.3,Education
2016-01-13 19:00:00,Bear_education_Bob,127.547,19,2,0,1,28360.3,Education
2016-01-13 20:00:00,Bear_education_Bob,114.2353,20,2,0,1,28360.3,Education
2016-01-13 21:00:00,Bear_education_Bob,109.6835,21,2,0,1,28360.3,Education
2016-01-13 22:00:00,Bear_education_Bob,78.1407,22,2,0,1,28360.3,Education
2016-01-13 23:00:00,Bear_education_Bob,83.8115,23,2,0,1,28360.3,Education
2016-01-14 00:00:00,Bear_education_Bob,93.216,0,3,0,1,28360.3,Education
2016-01-14 01:00:00,Bear_education_Bob,93.3475,1,3,0,1,28360.3,Education
2016-01-14 02:00:00,Bear_education_Bob,90.9953,2,3,0,1,28360.3,Education
2016-01-14 03:00:00,Bear_education_Bob,91.9357,3,3,0,1,28360.3,Education
2016-01-14 04:00:00,Bear_education_Bob,91.2982,4,3,0,1,28360.3,Education
