building_id,building_type,sqm,n_hours,missing_rate,train_hours,val_hours,test_hours,mean_energy,std_energy,zero_ratio,test_mean,test_std,test_zero_ratio,test_persistence_mae,daily_profile_range,eligible_coverage,active_test,selected
Cockatoo_education_Eunice,Education,12195.5,16111,0.08168034655722756,9666,3222,3223,390.83188504748307,96.7720256391989,0.0,408.81750179956566,96.6001509196669,0.0,25.734284151297278,184.41849617639878,True,True,True
Robin_education_Leslie,Education,12977.0,17404,0.007979936160510737,10442,3481,3481,887.6955916168697,147.37146294162804,0.0,892.2736024705544,134.85425985076603,0.0,25.7003066820943,287.6859031812488,True,True,True
Fox_education_Eddy,Education,13015.0,17389,0.008834929320565399,10433,3478,3478,297.6298401288171,83.47643118302645,0.0,294.6589735480161,84.46928002829112,0.0,25.647052692530405,211.50519668600896,True,True,True
Rat_education_Nellie,Education,26217.2,17505,0.0022229822161422552,10503,3501,3501,435.0652390745501,158.04305018386918,0.00017137960582690659,427.51993144815765,171.44694778575382,0.0,25.411777394305435,264.5803561643835,True,True,True
Peacock_education_Lyle,Education,17727.5,17534,0.0005699954400364415,10520,3507,3507,668.3461816071632,139.17243317045208,0.0,628.8723791559737,125.56473862823388,0.0,25.39002761986793,299.20552602739724,True,True,True
Moose_education_Florence,Education,26999.9,17511,0.0018809849521204125,10506,3502,3503,219.3516418194278,202.927047841262,0.32248301067900176,331.2621197544961,168.37576056498168,0.0,24.630617706237423,178.24286250000003,True,True,True
Cockatoo_education_Brigitte,Education,25998.0,16118,0.08128134974920198,9670,3224,3224,713.2991257227944,113.80071379504004,0.0,718.7703783808932,102.57973958054713,0.0,24.1754739375,258.1335814229109,True,True,True
Bull_education_Kendra,Education,16640.3,17507,0.0021089831281350113,10504,3501,3502,458.8851316616211,131.61134496841194,0.01799280287884846,477.1616219303255,137.63424423513118,0.023415191319246145,23.5066129959747,223.69012598312435,True,True,True
Bull_education_Antonia,Education,37099.0,17171,0.021260829913360646,10302,3434,3435,472.07474812183335,99.5948578592387,0.00809504396948343,482.8327510917031,116.86484083519672,0.01106259097525473,23.460861917326298,97.40915395284327,True,True,True
Cockatoo_education_Janet,Education,29946.4,16116,0.08139534883720934,9669,3223,3224,999.78199773517,115.89407500618775,0.0,971.7065372208438,119.02228517066146,0.0,22.828023562500004,227.8412691103806,True,True,True
Crow_education_Omer,Education,11857.4,16278,0.07216142270861836,9766,3256,3256,337.3634862390957,116.3542645857891,0.0,328.35068458230955,120.38114049536966,0.0,22.722526608910893,247.75779203539824,True,True,True
Wolf_education_Tori,Education,19044.9,17541,0.00017099863201097687,10524,3508,3509,377.043425545864,120.16327972633631,0.0,349.1620447420918,114.63733308329473,0.0,22.253121951219512,213.4572943050428,True,True,True
Bull_education_Dottie,Education,39822.6,17185,0.020462836297309606,10311,3437,3437,1295.9086994471922,264.6759271111929,0.01774803607797498,943.5298225196392,233.14234488884915,0.04335176025603724,22.027248754761207,230.68433676252835,True,True,True
Eagle_education_Luther,Education,10799.9,17404,0.007979936160510737,10442,3481,3481,473.2473981670881,32.25256966331364,0.0,495.0135018672795,34.72028154292621,0.0,21.713335261787677,52.46510160585268,True,True,True
Rat_education_Theo,Education,26830.4,17541,0.00017099863201097687,10524,3508,3509,555.969565589191,343.7596184552712,0.0,353.8950099743517,113.99434458871914,0.0,20.692022955523676,321.0590737269163,True,True,True
Fox_education_Elizabeth,Education,25295.4,17192,0.02006383948928414,10315,3438,3439,419.38374883666825,205.06097511347343,0.11993950674732434,469.4569642337889,216.4637284169849,0.1308519918580983,20.36920644216691,291.1714793656281,True,True,True
Bull_education_Delia,Education,28356.2,17189,0.020234838121295007,10313,3438,3438,584.1023037989412,385.43537819053427,0.2962941416021874,852.196625945317,158.7269976014068,0.02297847585805701,19.968072642062097,272.1335402191137,True,True,True
Cockatoo_education_Flora,Education,13913.3,16014,0.08720930232558144,9608,3203,3203,871.503012988635,43.06585571919571,0.0,854.9169060568219,40.26982952076563,0.0,19.335406794589492,49.89518791516059,True,True,True
Moose_education_Diane,Education,16999.9,16919,0.03562471500227993,10151,3384,3384,864.4433311897866,746.7747555564921,0.42047402328742833,1598.8069330082742,109.62792902893511,0.0,19.290201994047617,85.4012512070833,True,True,True
Rat_education_Vicky,Education,18004.6,16933,0.03482672138622889,10159,3387,3387,185.84283706372173,72.48495302642381,0.0046654461702002005,193.80475051668142,87.70593966832736,0.016533805727782697,19.16040440083259,53.09630259377573,True,True,True
Bear_education_Leonel,Education,6988.9,17540,0.00022799817601459882,10524,3508,3508,118.82608493728618,86.68907799444585,0.0,123.85167785062715,87.8489136855175,0.0,19.066320895522388,174.00885963645223,True,True,True
Robin_education_Derick,Education,13965.0,17194,0.019949840401276786,10316,3439,3439,539.2345037280446,122.43612814290097,0.0,543.5064963943007,100.80969498884197,0.0,18.550354963396778,176.18377836935713,True,True,True
Eagle_education_Sherrill,Education,18064.2,17436,0.006155950752393946,10461,3487,3488,694.6168186740078,65.7790846336691,0.0,684.3061360378441,65.05578701474629,0.0,18.539496102771366,135.82418273192093,True,True,True
Rat_education_Conrad,Education,33073.5,16343,0.06845645234838116,9805,3269,3269,162.24046013583796,144.55006671049543,0.00312060209263905,161.82584582441115,136.2699805658676,0.015295197308045273,18.142557781201845,154.22032400391336,True,True,True
Robin_education_Julius,Education,12850.0,17194,0.019949840401276786,10316,3439,3439,350.95837378736763,104.61728550090427,0.0,351.72420732771155,100.49597945231739,0.0,17.9085897510981,212.42329446313164,True,True,True
Fox_education_Andre,Education,17044.0,17513,0.0017669858641130576,10507,3503,3503,455.0739062410781,50.516159690598315,0.0,476.39755067085355,46.00111542847246,0.0,17.797165852256395,92.47590937401793,True,True,True
Bull_education_Racheal,Education,36560.1,17203,0.019436844505243966,10321,3441,3441,583.6837179561704,94.43760066965184,0.0,572.4142691078175,94.45102199736148,0.0,17.504243488440153,184.01455415499538,True,True,True
Eagle_education_Roman,Education,18621.7,17333,0.012026903784769671,10399,3467,3467,694.3171407142445,53.08683185343207,0.0,708.9166426305163,53.18264459486123,0.0,17.42114435085681,93.99239089735056,True,True,True
Eagle_education_Brooke,Education,25384.3,17257,0.016358869129046938,10354,3451,3452,915.0380625195573,68.74179329567284,0.0,896.9607292873696,50.12342773801128,0.0,17.315380688448073,82.7508607102285,True,True,True
Eagle_education_Brianne,Education,6857.4,17544,0.0,10526,3509,3509,401.13390794573644,127.24100764069999,0.04970360237118103,448.7321174123682,80.86957259408277,0.0008549444286121402,17.163558106169297,35.75530095759234,True,True,True
Wolf_education_Laurinda,Education,18706.0,17193,0.020006839945280408,10315,3439,3439,219.0727352701681,107.8816434406677,0.0,190.79486624018608,98.02631166738458,0.0,16.86274524158126,215.71560591542297,True,True,True
Rat_education_Willie,Education,9680.5,17468,0.0043319653442772665,10480,3494,3494,238.9079705747653,128.68389565162252,0.0,232.9104522037779,114.06275762522507,0.0,16.64899135446686,208.0743490221899,True,True,True
Fox_education_Delma,Education,9181.5,17543,5.699954400362195e-05,10525,3509,3509,92.26115772672861,75.15961911844012,0.0018810921735165024,59.20932459390139,76.4710765713444,0.009119407238529496,16.277124820659974,162.51389876880984,True,True,True
Fox_education_Willis,Education,24265.1,17497,0.002678978568171453,10498,3499,3500,2435.5683900097156,235.0470799073807,0.0,2321.336702857143,154.65318815923118,0.0,16.11604430379747,81.43245408604616,True,True,True
Eagle_education_Raul,Education,15255.2,17327,0.012368901048791625,10396,3465,3466,659.4149177180124,47.74908433160425,0.0,647.4296403058281,48.24333913682283,0.0,15.977361940732134,82.46411438742962,True,True,True
Hog_education_Sonia,Education,17103.3,17510,0.0019379844961240345,10506,3502,3502,626.0719564020559,86.04243633300624,0.0,626.060105368361,81.60428342664542,0.0,15.945974123059228,179.62722746937027,True,True,True
Bear_education_Thuy,Education,25122.2,17479,0.003704970360237092,10487,3496,3496,230.92605047199498,82.76076871835092,0.0,239.06482834668194,84.69692105233477,0.0,15.925071975806452,170.81149195569165,True,True,True
Hog_education_Luvenia,Education,17851.5,17229,0.01795485636114913,10337,3446,3446,468.17728005107665,87.92771221431062,0.0,471.04142455020315,91.16027002184113,0.0,15.860634424313266,132.73333426380884,True,True,True
Eagle_education_Shante,Education,21566.4,17194,0.019949840401276786,10316,3439,3439,610.6165823368617,104.93312790575034,0.022740490868907757,631.9193864786276,46.60380258098415,0.0,15.831368931185946,121.37039331033805,True,True,True
Bear_education_Maryjane,Education,7998.1,17415,0.007352941176470562,10449,3483,3483,329.08086941142693,66.06287134393553,0.0,349.062675050244,71.60373184826723,0.0,15.54348407054062,102.6876973960708,True,True,True
Eagle_education_Norah,Education,9089.4,17376,0.009575923392612817,10425,3475,3476,495.99309392265195,32.011865077078745,0.0,513.16915995397,29.290284259436273,0.0,15.467844727694091,35.40655310006139,True,True,True
Eagle_education_Lino,Education,12911.4,17532,0.0006839945280437965,10519,3506,3507,187.13865499087385,51.674538445557204,0.009867670545288615,194.40963088109496,45.672891628144754,0.0011405759908753922,15.409832988802757,54.443888473848915,True,True,True
Cockatoo_education_Orlando,Education,15887.2,15819,0.09832421340629272,9491,3164,3164,233.15891385675454,43.53236528410747,0.0,239.78826905815424,43.335886944469586,0.0,15.26393312101911,93.9921601870027,True,True,True
Panther_education_Emily,Education,6326.1,17517,0.0015389876880984588,10510,3503,3504,105.76042659702003,64.12223108584426,0.18958725809213905,138.2698323630137,43.67632147638913,0.0,15.231903275862068,80.9287214340813,True,True,True
Wolf_education_Loren,Education,12190.0,17192,0.02006383948928414,10315,3438,3439,232.55320556072593,83.13621586424212,5.816658911121452e-05,223.45288383250946,80.61889022474568,0.0,15.154380673499269,158.16552596874783,True,True,True
Eagle_education_Edith,Education,7427.5,17194,0.019949840401276786,10316,3439,3439,172.40708165057578,65.51394244488681,0.021693614051413283,166.94273195696425,63.38063248216856,0.0,15.138497218155198,122.52768980603365,True,True,True
Hog_education_Leandro,Education,19241.6,17485,0.0033629730962152493,10491,3497,3497,474.7050744638261,80.11920064413269,0.0,499.5800909350872,78.55045716922807,0.0,15.069239850273537,163.1733827160494,True,True,True
Bear_education_Rebecca,Education,14279.2,17491,0.0030209758321932956,10494,3498,3499,781.6453305528557,85.46286474706095,0.0,739.1323998285225,83.74541830159441,0.0,15.018779539568346,152.44065966814378,True,True,True
Bull_education_Luke,Education,15458.6,17419,0.007124943000455963,10451,3484,3484,296.1975429129112,77.34391242041889,0.012113209713531201,287.8995407577497,83.28195996898664,0.017795637198622274,14.886994219653179,130.22912790142328,True,True,True
Bear_education_Lorie,Education,11212.8,17305,0.013622891016871863,10383,3461,3461,399.2361708928055,49.34591083068526,0.0,407.99602600404506,52.95252617771944,0.0,14.80692353796916,106.98288972780716,True,True,True
Cockatoo_education_Marva,Education,10123.7,15835,0.09741222070223443,9501,3167,3167,155.21880538048626,59.85520702210785,0.0,151.38280707293967,59.911521017148466,0.0,14.798106904231627,112.30588358800351,True,True,True
Bull_education_Juan,Education,26212.8,17504,0.002279981760145877,10502,3501,3501,214.5283078153565,68.500585775377,0.017595978062157222,224.71650956869465,75.92090602683632,0.02570694087403599,14.722461892436009,113.44356622924792,True,True,True
Crow_education_Winston,Education,8659.1,16536,0.057455540355677126,9921,3307,3308,315.7414023343009,124.79670620370281,0.0,383.95564721886336,123.98224963443171,0.0,14.529511266747871,96.83780986937586,True,True,True
Eagle_education_Shanna,Education,9718.0,17194,0.019949840401276786,10316,3439,3439,295.58200535070375,53.88854600911797,0.0,297.8374527478918,41.708567174787866,0.0,14.479941434846266,43.1424304768139,True,True,True
Bull_education_Linnie,Education,14307.0,17510,0.0019379844961240345,10506,3502,3502,191.5810108509423,70.7812947119695,0.017075956596230724,186.5174186179326,75.58753768362718,0.023129640205596803,14.223979298447384,137.21604254126078,True,True,True
Bull_education_Miquel,Education,22820.4,17420,0.007067943456452341,10452,3484,3484,254.47310562571758,69.25038480082492,0.012112514351320321,245.2822904707233,74.74553390334815,0.017795637198622274,13.863005780346821,138.99547692453632,True,True,True
Moose_education_Maria,Education,35999.9,17450,0.005357957136342906,10470,3490,3490,757.6893961833811,197.49135102557946,0.0013180515759312322,929.3020642120343,19.729916670727214,0.0,13.758067801500292,136.97991473563945,True,True,True
Bull_education_Roland,Education,20071.7,17497,0.002678978568171453,10498,3499,3500,229.18265988455164,64.83168765004595,0.017774475624392754,229.867,71.61007179460562,0.022857142857142857,13.6921749136939,129.4829001367989,True,True,True
Rat_education_Adell,Education,9689.2,17348,0.011171910624715009,10408,3470,3470,148.781948351395,83.9793084148384,0.000576435323956652,146.37646397694525,80.59187876311475,0.0025936599423631124,13.623369123621591,133.2936084238312,True,True,True
Bull_education_Krista,Education,22263.1,17398,0.00832193342453258,10438,3480,3480,283.7479307966433,83.0885406471813,0.010863317622715255,260.46451149425286,72.93169211463486,0.016091954022988506,13.375289351851851,166.99872898261611,True,True,True
Bear_education_Alvaro,Education,10181.1,17481,0.003590971272229848,10488,3496,3497,419.54197717521885,61.714897801814274,0.0,414.70973671718616,60.80393550769578,0.0,13.255341405125252,127.70707773190628,True,True,True
Bear_education_Liliana,Education,19143.0,15416,0.12129502963976291,9249,3083,3084,494.10235016216916,72.3728818105501,0.0,489.7970406290532,72.99008984133806,0.0,12.9242777124183,133.92090701754393,True,True,True
Eagle_education_Wesley,Education,6604.3,17364,0.010259917920656614,10418,3473,3473,128.15008062658373,34.83899097242791,0.0,122.0788943276706,45.257431054315404,0.0,12.766599014207017,62.310146871155325,True,True,True
Rat_education_Alfonso,Education,7900.4,17468,0.0043319653442772665,10480,3494,3494,333.9977662010533,148.28124727781974,0.0001717426150675521,182.52445048654837,71.20226814611584,0.0005724098454493417,12.751746397694523,224.53119607665062,True,True,True
Panther_education_Alecia,Education,9805.4,17531,0.0007409940720474184,10518,3506,3507,183.99868127887743,103.7718485630402,0.19263019793508643,201.34173584260054,52.05402982085318,0.0,12.551487625610106,82.66328358413134,True,True,True
Bear_education_Elise,Education,20664.8,17533,0.0006269949840401745,10519,3507,3507,145.20229908743514,48.394729058859056,0.0,151.15030764185914,54.22221721181604,0.0,12.48095165087568,91.18246265389878,True,True,True
Hog_education_Donnie,Education,6837.4,17544,0.0,10526,3509,3509,84.50846089831282,71.48139914271069,0.0,80.2783342832716,65.12024239320615,0.0,12.353673457675756,110.17965937072503,True,True,True
Fox_education_Elvira,Education,13826.7,17502,0.002393980848153232,10501,3500,3501,188.79105302251173,53.5967492602891,5.713632727688264e-05,173.6795601256784,49.258990620612686,0.0,12.239715271786022,92.53320948030407,True,True,True
Fox_education_Cynthia,Education,7197.1,17222,0.018353853169174594,10333,3444,3445,207.59344036697252,36.018146468141296,0.0,209.7147837445573,33.3846308570893,0.0,12.21237649809997,25.595954492504205,True,True,True
Bear_education_Paola,Education,12802.6,17530,0.0007979936160510404,10518,3506,3506,149.27529628636623,59.95478828537006,0.0,160.26080618938963,69.39524216197889,0.0,12.211163813900058,101.90925786198554,True,True,True
Hog_education_Josh,Education,5630.5,17544,0.0,10526,3509,3509,133.3953618901049,80.49793502816533,0.13651390788873688,155.1040182388145,68.45127743127135,0.0014249073810202336,12.148350071736012,81.89845417236664,True,True,True
Bear_education_Shelley,Education,22378.8,17192,0.02006383948928414,10315,3438,3439,163.6593632619823,56.79835289746655,0.0,152.64047426577494,54.2232119885343,0.0,12.142843982430454,129.56599418525803,True,True,True
Robin_education_Margarito,Education,8468.0,17459,0.004844961240310086,10475,3492,3492,527.2838320522367,70.27835809544723,0.0,501.43648339060707,69.77403380785022,0.0,12.118742791234142,105.14189045695377,True,True,True
Hog_education_Roberto,Education,9365.8,17402,0.00809393524851798,10441,3480,3481,199.1276690035628,70.9593310748908,5.746465923457074e-05,200.4711289859236,72.67211854413186,0.0,12.05467168064796,134.04006131042283,True,True,True
Rat_education_Sina,Education,8203.3,17444,0.005699954400364748,10466,3489,3489,167.88364595276315,60.66751775539058,0.0,204.0982287188306,52.42740963259063,0.0,12.023965367965369,78.47434662998624,True,True,True
Fox_education_Leona,Education,26286.5,17531,0.0007409940720474184,10518,3506,3507,271.28390565284354,59.96847573267011,0.0,281.4029369831765,60.85510487337941,0.0,11.95034740166523,115.2640711842206,True,True,True
Bear_education_Patricia,Education,16996.0,17503,0.00233698130414961,10501,3501,3501,632.3578278809347,69.41209721349466,0.0,646.1693742930591,59.76049008397368,0.0,11.887699999999997,133.58759897720654,True,True,True
Eagle_education_Alberto,Education,15894.2,17194,0.019949840401276786,10316,3439,3439,443.02125014539956,108.99433851265559,0.04472490403629173,432.4207197441117,147.2805940927008,0.09450421634195987,11.87166521229868,111.22893623885375,True,True,True
Bull_education_Barry,Education,18440.1,17164,0.02165982672138622,10298,3433,3433,995.8983919832207,59.56123376166357,0.0,1008.4431983687737,49.772289295659505,0.0,11.843649163977705,85.0201021951874,True,True,True
Bobcat_education_Coleman,Education,10551.9,16176,0.07797537619699046,9705,3235,3236,121.58971225272008,44.68567093700186,0.0012363996043521265,115.50983618665018,44.55779358420609,0.0006180469715698393,11.83328306351183,79.28182421638351,True,True,True
Eagle_education_Samantha,Education,12518.5,17193,0.020006839945280408,10315,3439,3439,270.03770781131857,28.776039790456725,0.0,257.6599846757779,22.668606369922298,0.0,11.63110802342606,34.99073209360921,True,True,True
Bear_education_Destiny,Education,5157.6,15876,0.09507523939808482,9525,3175,3176,124.63750626102292,50.02304435731,0.0,106.27488170654914,46.297383150441796,0.0,11.616600507614214,110.789154325632,True,True,True
Robin_education_Derrick,Education,10994.0,17541,0.00017099863201097687,10524,3508,3509,403.1124284020295,66.67291269940189,0.0,390.4699338557994,63.48552599802443,0.0,11.59723850789096,116.84696087551305,True,True,True
Rat_education_Lincoln,Education,10857.8,17466,0.0044459644322845104,10479,3493,3494,161.08454482995535,75.39195213337211,0.0004580327493415779,158.82091013165427,77.5841778719682,0.0008586147681740126,11.46478097982709,127.80524725274726,True,True,True
Bull_education_Arthur,Education,22083.2,17181,0.020690834473324204,10308,3436,3437,405.6865432745475,49.35361661708077,0.0,401.5475705557172,45.878898009609216,0.0,11.453852915323763,119.10618642166764,True,True,True
Bear_education_Nanette,Education,6150.5,15905,0.09342225262197901,9543,3181,3181,112.84086133920151,37.5585476648336,0.0,119.3190375039296,48.051671458444254,0.0,11.439158980044345,79.8627440919266,True,True,True
Rat_education_Jena,Education,3804.4,17436,0.006155950752393946,10461,3487,3488,163.20904450562057,59.24754679311716,0.0,159.93104357798165,58.75703573575023,0.0,11.379624711316396,109.36836088154271,True,True,True
Cockatoo_education_Laurence,Education,4403.4,15796,0.09963520291837669,9477,3159,3160,69.35075017726007,32.320588004656145,0.0,71.3238976898734,32.849111024385465,0.0,11.368229145408165,43.46184124564459,True,True,True
Cockatoo_education_Terrence,Education,18954.9,15875,0.09513223894208844,9525,3175,3175,432.69375274960635,44.14545943691263,0.0,448.2638372913386,43.74449742658324,0.0,11.238424309742937,77.64262691942719,True,True,True
Robin_education_So,Education,12051.0,17504,0.002279981760145877,10502,3501,3501,491.5867817584552,62.424085627137316,0.0,486.9894030277063,67.0847546925107,0.0,11.154385964912281,99.91943886034977,True,True,True
Cockatoo_education_Tyler,Education,19928.2,16111,0.08168034655722756,9666,3222,3223,770.4157061696977,47.66256005660369,0.0,747.5667287309959,41.52206311801983,0.0,11.141471459831196,92.95131817258437,True,True,True
Fox_education_Yolande,Education,16681.6,17230,0.017897856817145508,10338,3446,3446,523.6535333720254,48.63028989950904,0.0,512.4991787579802,46.170521875982786,0.0,11.13678258328463,108.78410782142072,True,True,True
Wolf_education_Dorris,Education,11678.0,17541,0.00017099863201097687,10524,3508,3509,318.9985217490451,69.47961392267082,0.0,333.79686377885434,62.82497817447129,0.0,11.13661119081779,128.2695383036936,True,True,True
Bear_education_Owen,Education,17949.0,17192,0.02006383948928414,10315,3438,3439,150.93827829222894,62.01699172253537,0.00017449976733364356,146.9003902878744,58.033628603747765,0.0,10.980180439238653,128.90614240784814,True,True,True
Moose_education_Marlon,Education,21000.0,17510,0.0019379844961240345,10506,3502,3502,184.98907488863506,71.26724754972824,0.0,180.03715959451742,71.15273702925998,0.0,10.897723174238067,110.19990109550943,True,True,True
Bull_education_Fabiola,Education,10370.1,17509,0.0019949840401276564,10505,3502,3502,182.7620081101148,53.95078318231533,0.017134045348106686,182.6452027412907,59.89387963192263,0.023415191319246145,10.737492811960896,101.12464066862809,True,True,True
Panther_education_Aurora,Education,8012.9,17534,0.0005699954400364415,10520,3507,3507,100.44630872020075,62.35091065304906,0.19254020759666932,126.70993778157968,49.23956770187382,0.0,10.67050666092449,64.91923077975375,True,True,True
Wolf_education_Cheryl,Education,25605.0,17193,0.020006839945280408,10315,3439,3439,131.7668565695341,62.67495828934651,0.0,128.02525879616167,64.10994249166943,0.0,10.594935578330894,125.20102750232431,True,True,True
Bear_education_Fannie,Education,10788.0,16770,0.044117647058823484,10062,3354,3354,427.8745198747764,53.65925469406163,0.0,428.6361384317233,68.04071850131349,0.0,10.50458108108108,66.45409092415076,True,True,True
Fox_education_Kris,Education,2837.5,17498,0.002621979024167831,10498,3500,3500,106.30530060578351,56.17760577558599,0.0004000457195108012,122.59392,52.727753731834895,0.001142857142857143,10.349387226697354,107.42349426467747,True,True,True
Cockatoo_education_Sheryl,Education,14927.0,16119,0.08122435020519836,9671,3224,3224,471.40926393076495,50.9786916733058,0.0,452.37041721464016,45.12607671794011,0.0,10.252671875,100.86750148920572,True,True,True
Peacock_education_Ophelia,Education,11226.0,17531,0.0007409940720474184,10518,3506,3507,699.446449021733,42.347754325102684,0.0,714.7399200741374,32.592929800650744,0.0,10.244161699684181,61.80442089595431,True,True,True
Fox_education_Miguelina,Education,7831.7,17488,0.0031919744642042724,10492,3498,3498,93.71464146843549,41.27755505797363,0.0002859103385178408,91.01927672955975,42.3437071227352,0.0011435105774728416,10.204625791594705,78.03575923392611,True,True,True
Panther_education_Vincent,Education,11248.1,17532,0.0006839945280437965,10519,3506,3507,122.5424539755875,71.2257342097082,0.19267624914442164,140.67470949529513,48.72816285765898,0.0,10.09614820556991,63.84221701504413,True,True,True
Wolf_education_Ursula,Education,13998.0,17542,0.0001139990880072439,10525,3508,3509,141.2174766275225,54.10473112440804,0.0,123.09167996580221,50.54929455686183,0.0,10.066036585365852,95.47234952120382,True,True,True
Cockatoo_education_Collin,Education,5248.7,16114,0.08150934792521658,9668,3223,3223,206.2420498696785,42.18678045176384,0.0,244.6273865032578,37.77643117827234,0.0,10.052500781494217,72.91428571428571,True,True,True
Rat_education_Everett,Education,8024.5,17459,0.004844961240310086,10475,3492,3492,177.73183343834125,57.70319091504859,0.00011455409817286213,159.2020160366552,53.86264150810958,0.0,9.898861014994234,98.0129171626478,True,True,True
Crow_education_Marlin,Education,7561.4,15982,0.08903328773369812,9589,3196,3197,213.62735902890753,125.33458068492816,0.0,271.0400766343447,107.29487503805885,0.0,9.88295776867318,77.69908383027004,True,True,True
